% 1. Title: POSTag dataset
%
% 2. Sources: UD_Indonesian
%
@RELATION postag
@ATTRIBUTE form NUMERIC
@ATTRIBUTE prevpostag NUMERIC
@ATTRIBUTE class {_,PROPN,AUX,DET,NOUN,PRON,VERB,ADP,PUNCT,ADV,CCONJ,SCONJ,NUM,ADJ,PART,SYM,X}
@DATA
860,4,PROPN
10,1,PUNCT
861,8,PROPN
27,1,CCONJ
862,10,PROPN
863,1,VERB
38,6,ADP
864,7,NOUN
860,4,PROPN
865,1,PROPN
866,1,PROPN
46,1,ADP
47,7,NOUN
867,4,NUM
16,12,PUNCT
868,8,SCONJ
869,11,NOUN
870,4,PROPN
871,1,ADV
872,9,VERB
10,6,PUNCT
32,8,PRON
873,5,ADV
852,9,VERB
70,6,ADP
874,7,NOUN
875,4,NOUN
111,4,ADP
221,7,VERB
138,6,NOUN
876,4,NOUN
877,4,NOUN
878,4,NOUN
879,4,PROPN
24,1,ADP
880,7,PROPN
881,1,PROPN
15,1,PROPN
16,1,PUNCT
882,8,ADP
202,7,NOUN
5,4,PRON
883,5,ADV
884,9,ADJ
10,13,PUNCT
885,8,PROPN
441,1,ADV
886,9,VERB
691,6,NOUN
10,4,PUNCT
887,8,PROPN
10,1,PUNCT
264,8,VERB
447,6,NOUN
888,4,ADJ
172,13,PUNCT
889,8,ADJ
24,13,ADP
890,7,PRON
127,5,ADP
891,7,NOUN
892,4,NOUN
893,4,NOUN
16,4,PUNCT
894,8,NOUN
252,4,ADJ
895,13,VERB
896,6,NOUN
533,4,ADP
897,7,NOUN
898,4,PROPN
24,1,ADP
899,7,VERB
900,6,NOUN
27,4,CCONJ
901,10,VERB
327,6,NOUN
902,4,NOUN
903,4,NOUN
16,4,PUNCT
904,8,NOUN
36,4,DET
905,3,VERB
54,6,ADP
906,7,NOUN
770,4,PROPN
907,1,PROPN
16,1,PUNCT
908,8,PROPN
196,1,VERB
197,6,DET
81,3,DET
4,3,NOUN
5,4,PRON
201,5,VERB
7,6,ADP
8,7,PROPN
909,1,PROPN
910,1,PROPN
10,1,PUNCT
11,8,NOUN
911,4,PROPN
417,1,PROPN
10,1,PUNCT
402,8,PROPN
912,1,PROPN
913,1,PROPN
417,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
914,8,SCONJ
459,11,VERB
199,6,ADP
915,7,PROPN
916,1,PROPN
10,1,PUNCT
917,8,PROPN
918,1,VERB
149,6,NOUN
919,4,PRON
7,5,ADP
920,7,PROPN
921,1,PROPN
922,1,NOUN
923,4,NOUN
46,4,ADP
47,7,NOUN
924,4,NUM
16,12,PUNCT
925,8,PROPN
196,1,VERB
926,6,NOUN
927,4,NOUN
5,4,PRON
928,5,VERB
556,6,NOUN
217,4,ADJ
27,13,CCONJ
520,10,ADV
929,9,VERB
930,6,NOUN
749,4,CCONJ
349,10,ADV
931,9,VERB
932,6,ADP
933,7,ADJ
16,13,PUNCT
934,8,ADP
935,7,NOUN
936,4,PROPN
181,1,ADP
32,7,PRON
224,5,ADV
264,9,VERB
427,6,ADV
937,9,ADJ
938,13,SCONJ
32,11,PRON
939,5,VERB
10,6,PUNCT
940,8,SCONJ
941,11,VERB
942,6,ADV
172,9,PUNCT
942,8,ADV
858,9,ADV
943,9,ADV
224,9,VERB
944,6,NOUN
16,4,PUNCT
945,8,ADV
946,9,NOUN
947,4,NOUN
596,4,DET
948,3,NOUN
5,4,PRON
53,5,ADV
7,9,ADP
96,7,NOUN
949,4,NOUN
36,4,DET
284,3,PUNCT
950,8,ADV
951,9,PART
952,14,VERB
953,6,ADJ
36,13,DET
349,3,ADV
954,9,VERB
264,6,VERB
955,6,PROPN
284,1,PUNCT
956,8,NOUN
957,4,NOUN
4,4,NOUN
958,4,PROPN
6,1,VERB
7,6,ADP
959,7,PROPN
16,1,PUNCT
960,8,PROPN
10,1,PUNCT
475,8,PROPN
16,1,PUNCT
961,8,PROPN
962,1,PROPN
172,1,PUNCT
963,8,PROPN
16,1,PUNCT
964,8,NOUN
36,4,DET
965,3,VERB
34,6,NOUN
75,4,ADP
966,7,VERB
10,6,PUNCT
967,8,VERB
10,6,PUNCT
27,8,CCONJ
968,10,VERB
969,6,NOUN
172,4,PUNCT
969,8,NOUN
230,4,NOUN
970,4,NOUN
337,4,ADJ
16,13,PUNCT
971,8,NOUN
972,4,NUM
132,12,PUNCT
973,8,PROPN
27,1,CCONJ
974,10,NOUN
975,4,PROPN
10,1,PUNCT
976,8,NUM
135,12,PUNCT
977,8,VERB
978,6,ADP
979,7,NOUN
977,4,VERB
10,6,PUNCT
838,8,SCONJ
980,11,ADV
280,9,PRON
981,5,VERB
982,6,NOUN
983,4,VERB
979,6,NOUN
5,4,PRON
984,5,ADJ
10,13,PUNCT
5,8,PRON
985,5,NOUN
355,4,ADP
748,7,NOUN
5,4,PRON
986,5,ADJ
987,13,VERB
16,6,PUNCT
882,8,ADP
242,7,PROPN
988,1,PROPN
989,1,NUM
10,12,PUNCT
127,8,ADP
84,7,NOUN
990,4,NOUN
70,4,NUM
172,12,PUNCT
991,8,NUM
920,12,NOUN
992,4,NOUN
7,4,ADP
993,7,PROPN
994,1,PROPN
10,1,PUNCT
3,8,DET
995,3,NOUN
7,4,ADP
996,7,NOUN
997,4,NOUN
998,4,VERB
999,6,PROPN
1000,1,PROPN
111,1,ADP
1001,7,VERB
999,6,PROPN
16,1,PUNCT
882,8,ADP
47,7,NOUN
1002,4,NUM
10,12,PUNCT
1003,8,PROPN
1004,1,VERB
1005,6,NOUN
1006,4,ADP
1007,7,NUM
1008,12,NOUN
1009,4,NOUN
7,4,ADP
379,7,PROPN
1010,1,PROPN
10,1,PUNCT
1011,8,NOUN
1012,4,PROPN
132,1,PUNCT
55,8,NOUN
1013,4,NOUN
1014,4,PROPN
10,1,PUNCT
1015,8,PROPN
135,1,PUNCT
16,8,PUNCT
46,8,ADP
47,7,NOUN
1016,4,NUM
10,12,PUNCT
1017,8,ADV
1018,9,PROPN
1019,1,PROPN
322,1,NUM
5,12,PRON
1020,5,VERB
1021,6,PROPN
1022,1,PROPN
1023,1,PROPN
1024,1,PROPN
1025,1,PROPN
1026,1,PROPN
1027,1,PROPN
1028,1,PROPN
1029,1,PROPN
1030,1,PROPN
132,1,PUNCT
1024,8,NOUN
1031,4,NOUN
1032,4,NUM
135,12,PUNCT
10,8,PUNCT
1033,8,PRON
1034,5,VERB
7,6,ADP
1035,7,NOUN
251,4,NOUN
115,4,NOUN
5,4,PRON
542,5,VERB
7,6,ADP
1036,7,PROPN
1037,1,PROPN
55,1,ADV
16,9,PUNCT
1038,8,ADV
1039,9,ADJ
982,13,NOUN
1040,4,VERB
1041,6,NOUN
1042,4,ADP
1043,7,NOUN
1044,4,PROPN
27,1,CCONJ
1045,10,PROPN
284,1,PUNCT
56,8,ADP
1046,7,NUM
86,12,ADP
1047,7,NUM
10,12,PUNCT
280,8,PRON
1048,5,VERB
888,6,ADP
587,7,NOUN
172,4,PUNCT
587,8,NOUN
1049,4,NOUN
1050,4,PROPN
172,1,PUNCT
1051,8,PROPN
7,1,ADP
1052,7,PROPN
16,1,PUNCT
1053,8,NUM
135,12,PUNCT
1054,8,ADP
1055,7,NOUN
1056,4,ADJ
32,13,PRON
1057,5,VERB
189,6,NOUN
1058,4,PROPN
10,1,PUNCT
1059,8,NOUN
1060,4,NOUN
10,4,PUNCT
32,8,PRON
1061,5,VERB
1062,6,NOUN
732,4,PUNCT
1063,8,VERB
199,6,ADP
1064,7,NOUN
10,4,PUNCT
32,8,PRON
1065,5,VERB
1066,6,NOUN
1067,4,ADJ
16,13,PUNCT
1068,8,PROPN
7,1,PROPN
1069,1,PROPN
1070,1,PROPN
2,1,AUX
1071,2,NOUN
1072,4,NOUN
1073,4,NOUN
5,4,PRON
618,5,ADJ
7,13,ADP
15,7,PROPN
46,1,ADP
47,7,NOUN
1074,4,NUM
16,12,PUNCT
348,8,NOUN
36,4,DET
1075,3,VERB
24,6,ADP
792,7,NOUN
1076,4,NOUN
5,4,PRON
105,5,ADV
1077,9,VERB
197,6,DET
81,3,DET
84,3,NOUN
1078,4,NOUN
5,4,PRON
1079,5,VERB
23,6,CCONJ
1080,10,VERB
1081,6,NOUN
678,4,ADP
1082,7,NOUN
34,4,NOUN
1083,4,NOUN
16,4,PUNCT
1084,8,PROPN
132,1,PUNCT
135,8,PUNCT
2,8,AUX
1085,2,PROPN
1086,1,PROPN
15,1,PROPN
46,1,ADP
327,7,NOUN
1087,4,NUM
86,12,ADP
1088,7,NUM
27,12,CCONJ
1089,10,NUM
86,12,ADP
1090,7,NUM
16,12,PUNCT
142,8,SCONJ
10,11,PUNCT
1091,8,PRON
1092,5,NOUN
284,4,PUNCT
1093,8,PROPN
1094,1,NOUN
1095,4,NOUN
111,4,ADP
1096,7,VERB
7,6,ADP
1097,7,NOUN
36,4,DET
1098,3,VERB
46,6,ADP
1099,7,NOUN
111,4,ADP
1100,7,VERB
1101,6,NOUN
1097,4,NOUN
10,4,PUNCT
660,8,ADV
1102,9,SCONJ
1103,11,NOUN
1104,4,ADJ
36,13,DET
1105,3,VERB
199,6,ADP
1106,7,NOUN
1107,4,ADJ
5,13,PRON
641,5,ADV
172,9,PUNCT
641,8,ADV
1108,9,ADV
1109,9,VERB
242,6,NOUN
132,4,PUNCT
1110,8,NOUN
135,4,PUNCT
16,8,PUNCT
292,8,ADV
280,9,PRON
308,5,ADV
264,9,VERB
650,6,PUNCT
1111,8,PROPN
1112,1,PUNCT
284,8,PUNCT
1113,8,PROPN
471,1,PROPN
237,1,NUM
1114,12,PROPN
542,1,VERB
7,6,ADP
1115,7,NOUN
1116,4,NOUN
1117,4,NOUN
1118,4,NUM
1114,12,PROPN
132,1,PUNCT
55,8,ADV
359,9,VERB
38,6,ADP
1119,7,PROPN
471,1,PROPN
1120,1,NUM
1114,12,PROPN
135,1,PUNCT
10,8,PUNCT
938,8,SCONJ
1121,11,NOUN
102,4,PART
1122,14,VERB
219,6,SCONJ
1123,11,NOUN
1124,4,VERB
24,6,ADP
71,7,NOUN
7,4,ADP
1115,7,PROPN
1125,1,PROPN
1114,1,PROPN
16,1,PUNCT
1038,8,SCONJ
1126,11,PROPN
264,1,VERB
1127,6,NOUN
45,4,PROPN
46,1,ADP
47,7,NOUN
1128,4,NUM
27,12,CCONJ
1129,10,VERB
521,6,ADV
46,9,ADP
47,7,NOUN
1130,4,NUM
10,12,PUNCT
1131,8,NUM
27,12,CCONJ
1132,10,NUM
16,12,PUNCT
1133,8,NOUN
1134,4,VERB
1135,6,PROPN
1136,1,VERB
199,6,ADP
1137,7,PROPN
394,1,DET
1138,3,NOUN
1139,4,PROPN
16,1,PUNCT
1140,8,PROPN
36,1,DET
118,3,ADV
229,9,VERB
1141,6,NUM
1142,12,NOUN
27,4,CCONJ
1143,10,NOUN
1144,4,NOUN
10,4,PUNCT
749,8,CCONJ
1120,10,NUM
1145,12,NOUN
1146,4,NOUN
1147,4,NOUN
16,4,PUNCT
1148,8,PROPN
199,1,ADP
1149,7,NOUN
1150,4,NOUN
36,4,DET
2,3,AUX
1151,2,NOUN
1152,4,NOUN
1153,4,NOUN
16,4,PUNCT
480,8,ADV
890,9,PRON
53,5,ADV
1154,9,VERB
1155,6,NOUN
27,4,CCONJ
1156,10,NOUN
1157,4,NOUN
284,4,PUNCT
1158,8,VERB
1159,6,PROPN
10,1,PUNCT
27,8,CCONJ
1160,10,ADV
1161,9,VERB
1162,6,NOUN
46,4,ADP
1163,7,DET
1164,3,NOUN
1165,4,PROPN
457,1,PROPN
10,1,PUNCT
1166,8,PART
1167,14,VERB
643,6,SCONJ
1159,11,PROPN
423,1,ADV
1168,9,ADV
1169,9,VERB
1170,6,NOUN
16,4,PUNCT
1171,8,PROPN
1172,1,ADV
1173,9,NOUN
7,4,ADP
1165,7,PROPN
457,1,PROPN
16,1,PUNCT
1174,8,NOUN
5,4,PRON
81,5,NUM
36,12,DET
427,3,ADV
1175,9,ADJ
16,13,PUNCT
1176,8,PROPN
196,1,VERB
588,6,NOUN
199,4,ADP
155,7,NOUN
1177,4,PROPN
10,1,PUNCT
1178,8,PROPN
1179,1,PROPN
1180,1,PROPN
172,1,PUNCT
1181,8,PROPN
1182,1,ADP
1183,7,PROPN
10,1,PUNCT
1184,8,PROPN
10,1,PUNCT
1185,8,PROPN
1186,1,PROPN
16,1,PUNCT
1187,8,ADP
1188,7,VERB
1189,6,NOUN
5,4,PRON
225,5,ADV
1190,9,ADJ
1191,13,ADP
1192,7,NOUN
1193,4,PROPN
1194,1,NUM
1195,12,PROPN
10,1,PUNCT
219,8,SCONJ
1196,11,ADV
1151,9,VERB
144,6,DET
1197,3,NOUN
1198,4,NOUN
27,4,CCONJ
1199,10,NOUN
5,4,PRON
1200,5,ADV
1201,9,VERB
16,6,PUNCT
484,8,ADP
1202,7,NOUN
1203,4,PROPN
10,1,PUNCT
410,8,NOUN
1204,4,PROPN
359,1,VERB
169,6,ADP
1205,7,NUM
172,12,PUNCT
173,8,NUM
10,12,PUNCT
20,8,ADV
75,9,ADP
1206,7,NOUN
5,4,PRON
1207,5,ADJ
10,13,PUNCT
111,8,ADP
1208,7,VERB
1209,6,NOUN
172,4,PUNCT
1209,8,NOUN
23,4,CCONJ
587,10,NOUN
172,4,PUNCT
587,8,NOUN
5,4,PRON
1210,5,VERB
1211,6,PROPN
1212,1,PROPN
27,1,CCONJ
1213,10,NOUN
1214,4,NOUN
16,4,PUNCT
882,8,ADP
1215,7,NOUN
1216,4,PROPN
1217,1,ADV
41,9,VERB
127,6,ADP
1218,7,NOUN
10,4,PUNCT
1219,8,CCONJ
1220,10,ADV
264,9,VERB
197,6,NOUN
81,4,NOUN
1221,4,NOUN
1222,4,ADJ
75,13,ADP
1223,7,NOUN
1224,4,NOUN
16,4,PUNCT
319,8,PRON
1169,5,VERB
1225,6,NOUN
7,4,ADP
3,7,DET
1103,3,NOUN
1134,4,VERB
1226,6,PROPN
27,1,CCONJ
1227,10,ADP
107,7,DET
1103,3,NOUN
657,4,DET
1228,3,ADJ
27,13,CCONJ
1229,10,ADJ
16,13,PUNCT
1230,8,NOUN
1231,4,ADJ
871,13,ADV
1232,9,VERB
1233,6,NOUN
1234,4,NOUN
1235,4,NOUN
10,4,PUNCT
1236,8,NOUN
10,4,PUNCT
27,8,CCONJ
1237,10,VERB
1238,6,NOUN
308,4,ADV
1239,9,NOUN
1240,4,NOUN
1241,4,NOUN
16,4,PUNCT
1242,8,NOUN
5,4,PRON
871,5,ADV
1243,9,VERB
127,6,ADP
1103,7,NOUN
1244,4,NOUN
36,4,DET
820,3,VERB
38,6,ADP
1245,7,NOUN
5,4,PRON
493,5,VERB
16,6,PUNCT
1246,8,PROPN
1247,1,VERB
75,6,ADP
1248,7,NOUN
38,4,ADP
1249,7,NOUN
1250,4,ADJ
10,13,PUNCT
1251,8,PROPN
1252,1,PROPN
132,1,PUNCT
1253,8,PROPN
1254,1,PROPN
135,1,PUNCT
10,8,PUNCT
27,8,CCONJ
394,10,DET
588,3,NOUN
1255,4,ADJ
1134,13,VERB
1256,6,PROPN
1257,1,PROPN
132,1,PUNCT
1258,8,PROPN
1259,1,PROPN
135,1,PUNCT
16,8,PUNCT
1260,8,ADP
651,7,NOUN
1261,4,NOUN
1262,4,VERB
218,6,VERB
1263,6,NOUN
1236,4,NOUN
284,4,PUNCT
1264,8,VERB
181,6,SCONJ
1265,11,NOUN
7,4,ADP
1266,7,NOUN
1267,4,NOUN
2,4,AUX
1268,2,NOUN
1265,4,NOUN
10,4,PUNCT
1269,8,PART
1270,14,NOUN
1265,4,NOUN
16,4,PUNCT
484,8,ADP
1271,7,PROPN
591,1,ADV
201,9,VERB
1272,6,NOUN
1273,4,PROPN
5,1,PRON
1274,5,VERB
795,6,ADP
1275,7,NOUN
46,4,ADP
47,7,NOUN
1276,4,NUM
16,12,PUNCT
1277,8,PUNCT
1174,8,NOUN
5,4,PRON
608,5,ADV
584,9,VERB
532,6,NOUN
24,4,ADP
729,7,PROPN
10,1,PUNCT
729,8,PROPN
308,1,ADV
1278,9,VERB
1279,6,NOUN
24,4,ADP
1280,7,NOUN
7,4,ADP
742,7,DET
681,3,NOUN
16,4,PUNCT
1281,8,PROPN
1220,1,ADV
1282,9,VERB
16,6,PUNCT
56,8,ADP
1283,7,NOUN
1284,4,NOUN
125,4,ADV
1285,9,VERB
70,6,ADP
1286,7,PROPN
24,1,ADP
1287,7,NOUN
1288,4,PROPN
1286,1,PROPN
938,1,SCONJ
1289,11,PROPN
1290,1,PROPN
1291,1,VERB
1292,6,NOUN
16,4,PUNCT
1293,8,PRON
188,5,VERB
1233,6,NOUN
1294,4,ADJ
75,13,ADP
1071,7,NOUN
1295,4,NOUN
1296,4,NUM
1297,12,PROPN
194,1,PUNCT
1298,8,PROPN
237,1,NUM
10,12,PUNCT
7,8,CCONJ
651,10,SCONJ
890,11,PRON
1299,5,VERB
1300,6,ADJ
199,13,ADP
1301,7,PROPN
1302,1,PROPN
16,1,PUNCT
1303,8,ADP
1304,7,NOUN
1305,4,PROPN
308,1,ADV
1306,9,VERB
7,6,ADP
1307,7,NOUN
1308,4,NOUN
940,4,SCONJ
890,11,PRON
27,5,CCONJ
1309,10,NOUN
1310,4,VERB
284,6,PUNCT
1311,8,ADV
10,9,PUNCT
1312,8,ADV
1313,9,VERB
1314,6,NOUN
123,4,NOUN
1315,4,CCONJ
1316,10,NOUN
1317,4,ADP
593,7,NOUN
24,4,ADP
1318,7,VERB
1319,6,PROPN
70,1,ADP
75,7,ADP
1078,7,NOUN
16,4,PUNCT
139,8,PUNCT
346,8,SYM
139,15,PUNCT
132,8,PUNCT
1320,8,PROPN
1321,1,NUM
135,12,PUNCT
2,8,AUX
1322,2,NOUN
1323,4,ADJ
5,13,PRON
1324,5,VERB
1325,6,ADV
1326,9,NUM
1327,12,NOUN
732,4,PUNCT
132,8,PUNCT
1328,8,PROPN
135,1,PUNCT
1329,8,PROPN
132,1,PUNCT
1330,8,PROPN
1331,1,NUM
135,12,PUNCT
2,8,AUX
138,2,NOUN
972,4,NUM
5,12,PRON
102,5,ADV
1324,9,VERB
1332,6,NUM
7,12,ADP
1333,7,NOUN
10,4,PUNCT
27,8,CCONJ
1334,10,PROPN
132,1,PUNCT
450,8,PROPN
1331,1,NUM
135,12,PUNCT
2,8,AUX
138,2,NOUN
972,4,NUM
5,12,PRON
102,5,ADV
1335,9,VERB
1332,6,NUM
38,12,ADP
1336,7,PROPN
16,1,PUNCT
1337,8,PROPN
871,1,ADV
1338,9,VERB
1339,6,NOUN
577,4,ADP
1340,7,NUM
580,12,NOUN
875,4,NOUN
27,4,CCONJ
2,10,AUX
197,2,DET
81,3,DET
1341,3,NOUN
1342,4,PROPN
1343,1,ADJ
16,13,PUNCT
1344,8,ADV
1345,9,NOUN
1346,4,PROPN
1347,1,PROPN
10,1,PUNCT
280,8,PRON
983,5,VERB
1348,6,PROPN
10,1,PUNCT
355,8,ADP
1071,7,NOUN
1349,4,PROPN
132,1,PUNCT
1350,8,NUM
135,12,PUNCT
27,8,CCONJ
1351,10,NOUN
1352,4,NOUN
1353,4,PROPN
1354,1,PROPN
16,1,PUNCT
882,8,ADP
47,7,NOUN
989,4,NUM
10,12,PUNCT
280,8,PRON
1355,5,VERB
75,6,ADP
1071,7,NOUN
1356,4,PROPN
10,1,PUNCT
7,8,ADP
651,7,NOUN
280,4,PRON
1357,5,VERB
888,6,ADV
172,9,PUNCT
889,8,ADV
1358,9,PROPN
1359,1,PROPN
10,1,PUNCT
1360,8,PROPN
1361,1,PROPN
10,1,PUNCT
27,8,CCONJ
1362,10,PROPN
1363,1,PROPN
16,1,PUNCT
1364,8,NOUN
1365,4,VERB
1366,6,NOUN
1367,4,NOUN
5,4,PRON
1368,5,VERB
185,6,ADV
1369,9,VERB
239,6,ADJ
1370,13,NOUN
1371,4,NOUN
942,4,ADJ
16,13,PUNCT
341,8,DET
1372,3,NOUN
5,4,PRON
1373,5,VERB
225,6,ADV
199,9,ADP
442,7,NUM
587,12,NOUN
1374,4,ADV
1375,9,VERB
7,6,ADP
360,7,DET
1376,3,NOUN
16,4,PUNCT
1377,8,PROPN
5,1,PRON
188,5,VERB
1378,6,NOUN
1379,4,NOUN
1380,4,NOUN
405,4,VERB
118,6,ADV
24,9,ADP
1381,7,NOUN
172,4,PUNCT
1382,8,ADJ
1383,13,NOUN
16,4,PUNCT
914,8,ADP
1384,7,PROPN
1385,1,PROPN
1386,1,VERB
46,6,ADP
1387,7,PROPN
47,1,NOUN
692,4,NUM
242,12,PROPN
1388,1,NUM
627,12,NOUN
1388,4,NUM
132,12,PUNCT
1389,8,NUM
450,12,PROPN
1390,1,NUM
1391,12,PROPN
1392,1,PROPN
135,1,PUNCT
10,8,PUNCT
1393,8,NOUN
1287,4,NOUN
906,4,NOUN
1394,4,VERB
111,6,ADP
857,7,ADV
86,9,ADP
1395,7,VERB
1287,6,NOUN
906,4,NOUN
337,4,ADJ
1134,13,VERB
906,6,NOUN
1396,4,PROPN
5,1,PRON
1397,5,VERB
47,6,NOUN
1398,4,NUM
16,12,PUNCT
341,8,DET
396,3,NOUN
271,4,ADJ
533,13,ADP
252,7,NOUN
1399,4,PROPN
1400,1,PROPN
10,1,PUNCT
1401,8,PROPN
1402,1,PROPN
10,1,PUNCT
1403,8,PROPN
10,1,PUNCT
1404,8,PROPN
1405,1,PROPN
27,1,CCONJ
1406,10,PROPN
1407,1,PROPN
16,1,PUNCT
1408,8,NOUN
36,4,DET
1409,3,VERB
38,6,ADP
1410,7,PROPN
27,1,CCONJ
1411,10,VERB
199,6,ADP
47,7,NOUN
1412,4,NUM
54,12,ADP
47,7,NOUN
1296,4,NUM
75,12,ADP
360,7,DET
1103,3,NOUN
7,4,ADP
1413,7,PROPN
59,1,NUM
68,12,NOUN
1414,4,NOUN
16,4,PUNCT
1415,8,ADP
532,7,NOUN
1202,4,ADP
1416,7,NOUN
10,4,PUNCT
1417,8,PROPN
1338,1,VERB
181,6,SCONJ
520,11,ADV
554,9,NOUN
1418,4,PROPN
5,1,PRON
1419,5,VERB
24,6,ADP
1420,7,NOUN
1421,4,NOUN
1422,4,NOUN
27,4,CCONJ
554,10,NOUN
36,4,DET
105,3,ADV
1423,9,VERB
75,6,ADP
568,7,NOUN
1424,4,VERB
679,6,NOUN
1418,4,PROPN
16,1,PUNCT
914,8,SCONJ
1425,11,NOUN
1426,4,PROPN
762,1,VERB
1427,6,VERB
38,6,ADP
1367,7,NOUN
1428,4,ADJ
10,13,PUNCT
1429,8,PROPN
1430,1,VERB
38,6,ADP
1367,7,NOUN
70,4,ADP
1431,7,NOUN
380,4,PROPN
1370,1,NOUN
1432,4,PROPN
132,1,PUNCT
1433,8,PROPN
135,1,PUNCT
7,8,ADP
1434,7,PROPN
16,1,PUNCT
650,8,PUNCT
292,8,ADJ
1435,13,PRON
118,5,ADV
587,9,NOUN
1436,4,PROPN
284,1,PUNCT
1437,8,ADP
1438,7,NOUN
1439,4,NOUN
10,4,PUNCT
1440,8,PROPN
1441,1,VERB
181,6,SCONJ
309,11,NOUN
119,4,NUM
5,12,PRON
264,5,VERB
139,6,PUNCT
1442,8,ADJ
139,13,PUNCT
2,8,AUX
104,2,NOUN
5,4,PRON
405,5,VERB
139,6,PUNCT
1443,8,NOUN
1444,4,NOUN
139,4,PUNCT
16,8,PUNCT
1445,8,PROPN
1446,1,VERB
1447,6,NOUN
111,4,ADP
1448,7,VERB
1449,6,NOUN
1450,4,NOUN
1451,4,NOUN
1219,4,CCONJ
1452,10,PROPN
1453,1,NOUN
1454,4,VERB
10,6,PUNCT
1455,8,VERB
1445,6,PROPN
1456,1,VERB
24,6,ADP
1457,7,PROPN
16,1,PUNCT
551,8,PROPN
657,1,DET
196,3,VERB
1458,6,NOUN
1459,4,ADJ
175,13,ADP
1460,7,NOUN
1461,4,DET
27,3,CCONJ
1462,10,NOUN
300,4,SYM
1463,15,NOUN
1464,4,NOUN
1465,4,ADJ
1466,13,DET
10,3,PUNCT
603,8,SCONJ
7,11,ADP
1458,7,NOUN
252,4,ADJ
871,13,ADV
383,9,VERB
81,6,DET
309,3,NOUN
5,4,PRON
1467,5,ADJ
95,13,ADV
1468,9,VERB
1469,6,NOUN
1460,4,NOUN
5,4,PRON
7,5,VERB
1470,6,VERB
1471,6,NOUN
111,4,ADP
1472,7,VERB
1263,6,NOUN
199,4,ADP
627,7,NOUN
70,4,ADP
627,7,NOUN
1469,4,NOUN
1473,4,ADV
1291,9,VERB
1474,6,NOUN
16,4,PUNCT
1475,8,NOUN
1476,4,PROPN
172,1,PUNCT
1477,8,PROPN
1368,1,VERB
127,6,ADP
139,7,PUNCT
1478,8,PROPN
139,1,PUNCT
240,8,PROPN
1479,1,PROPN
64,1,PROPN
1480,1,PROPN
16,1,PUNCT
1481,8,NOUN
1482,4,PROPN
75,1,ADP
1483,7,NOUN
1484,4,ADJ
1485,13,NUM
1486,12,PROPN
1487,1,NUM
127,12,ADP
1488,7,NOUN
263,4,ADJ
1489,13,VERB
1490,6,NOUN
1491,4,PROPN
5,1,PRON
1492,5,ADJ
16,13,PUNCT
1493,8,ADV
21,9,VERB
46,6,ADP
1494,7,NOUN
5,4,PRON
1495,5,VERB
1496,6,NOUN
1497,4,NOUN
1207,4,ADJ
46,13,ADP
1498,7,NOUN
1499,4,NOUN
16,4,PUNCT
1500,8,PROPN
1397,1,VERB
24,6,ADP
1501,7,NOUN
663,4,PROPN
46,1,ADP
1502,7,NOUN
1503,4,NOUN
1504,4,PROPN
7,1,ADP
1505,7,PROPN
7,1,ADP
1506,7,NOUN
10,4,PUNCT
27,8,CCONJ
1507,10,VERB
10,6,PUNCT
1508,8,NOUN
451,4,NOUN
663,4,PROPN
1317,1,ADP
1509,7,PROPN
10,1,PUNCT
1510,8,PROPN
10,1,PUNCT
1511,8,PROPN
10,1,PUNCT
54,8,ADP
1512,7,NOUN
663,4,PROPN
1513,1,ADP
1500,7,PROPN
1514,1,PROPN
46,1,ADP
242,7,PROPN
450,1,PROPN
1515,1,NUM
882,12,ADP
1516,7,NOUN
1517,4,NUM
1518,12,PROPN
670,1,NUM
10,12,PUNCT
1519,8,NOUN
663,4,PROPN
1520,1,PROPN
1521,1,PROPN
1522,1,VERB
139,6,PUNCT
43,8,PROPN
663,1,PROPN
1523,1,PROPN
417,1,PROPN
139,1,PUNCT
132,8,PUNCT
1523,8,PROPN
1524,1,PROPN
1525,1,PROPN
10,1,PUNCT
1526,8,PROPN
135,1,PUNCT
16,8,PUNCT
1527,8,PRON
5,5,PRON
1528,5,ADJ
1529,13,VERB
1530,6,NOUN
1531,4,NOUN
36,4,DET
284,3,PUNCT
484,8,ADP
1532,7,NOUN
1533,4,NOUN
364,4,NOUN
1534,4,NOUN
10,4,PUNCT
1535,8,PROPN
1536,1,ADV
1537,9,VERB
603,6,SCONJ
1538,11,NOUN
1539,4,VERB
38,6,ADP
1540,7,NOUN
680,4,ADJ
657,13,DET
16,3,PUNCT
1541,8,NOUN
251,4,NOUN
36,4,DET
1542,3,VERB
199,6,ADP
1543,7,NOUN
1544,4,PROPN
1545,1,PROPN
10,1,PUNCT
5,8,PRON
1546,5,VERB
139,6,PUNCT
1547,8,ADJ
139,13,PUNCT
16,8,PUNCT
1548,8,PROPN
294,1,ADJ
1549,13,NOUN
23,4,CCONJ
1550,10,PROPN
1551,1,PROPN
2,1,AUX
1552,2,NOUN
5,4,PRON
1368,5,VERB
188,6,VERB
1553,6,NOUN
1202,4,NOUN
358,4,ADJ
223,13,SCONJ
1554,11,VERB
10,6,PUNCT
1555,8,VERB
27,6,CCONJ
1556,10,VERB
978,6,ADP
827,7,ADP
1549,7,NOUN
16,4,PUNCT
1415,8,ADP
